{'title': '我相信与你终将旷日持久，才敢说来日方长', 'song_url': 'https://music.163.com/playlist?id=2699438686', 'author': '雾与晨的杂货店', 'author_home_page': 'https://music.163.com/playlist?id=2699438686', 'click': '30万'}
{'title': '失恋必听歌单 | 因为你突然听懂了很多歌', 'song_url': 'https://music.163.com/playlist?id=2385384236', 'author': '不如喜欢我-', 'author_home_page': 'https://music.163.com/playlist?id=2385384236', 'click': '4587万'}
{'title': '听了几个故事，正好讲给你玩', 'song_url': 'https://music.163.com/playlist?id=2298138241', 'author': '-春衫年少-', 'author_home_page': 'https://music.163.com/playlist?id=2298138241', 'click': '814万'}
{'title': '2018年度最热新歌TOP100', 'song_url': 'https://music.163.com/playlist?id=2578068117', 'author': '网易云音乐', 'author_home_page': 'https://music.163.com/playlist?id=2578068117', 'click': '8098万'}
{'title': '仙剑奇侠传一 仙剑奇侠传三 电视剧原声带', 'song_url': 'https://music.163.com/playlist?id=2122703724', 'author': '勛杰', 'author_home_page': 'https://music.163.com/playlist?id=2122703724', 'click': '241万'}
{'title': '再见大侠：武侠小说泰斗金庸逝世', 'song_url': 'https://music.163.com/playlist?id=2492536378', 'author': '云音乐歌单之友', 'author_home_page': 'https://music.163.com/playlist?id=2492536378', 'click': '925万'}
{'title': '"若是心怀旧梦 就别再无疾而终"', 'song_url': 'https://music.163.com/playlist?id=2474537199', 'author': '与你赴海', 'author_home_page': 'https://music.163.com/playlist?id=2474537199', 'click': '1671万'}
{'title': '一个比较走心的民谣歌单', 'song_url': 'https://music.163.com/playlist?id=2067079376', 'author': '小道先森', 'author_home_page': 'https://music.163.com/playlist?id=2067079376', 'click': '2437万'}
{'title': '【翻唱+原创声控福利】男友音~苏喂♡', 'song_url': 'https://music.163.com/playlist?id=2405606841', 'author': '姀希文和喜欢的人已失联', 'author_home_page': 'https://music.163.com/playlist?id=2405606841', 'click': '163万'}
{'title': '怀旧经典老歌 - 百听不厌 历久珍存', 'song_url': 'https://music.163.com/playlist?id=2468971321', 'author': '海峡好歌单', 'author_home_page': 'https://music.163.com/playlist?id=2468971321', 'click': '263万'}
{'title': '古意民谣｜浮生有梦三千场\xa0穷尽千里诗酒荒', 'song_url': 'https://music.163.com/playlist?id=2219742646', 'author': '迩ran', 'author_home_page': 'https://music.163.com/playlist?id=2219742646', 'click': '809万'}
{'title': '那些收费又很好听的中文歌♡', 'song_url': 'https://music.163.com/playlist?id=2462024605', 'author': '橙十六的网易云音乐', 'author_home_page': 'https://music.163.com/playlist?id=2462024605', 'click': '317万'}
{'title': '温柔男声‖甜蜜暴击版男友音（歌荒福音）', 'song_url': 'https://music.163.com/playlist?id=2259080870', 'author': '国家一级对牛弹琴师', 'author_home_page': 'https://music.163.com/playlist?id=2259080870', 'click': '436万'}
{'title': '失恋必听歌单 | 因为你突然听懂了很多歌', 'song_url': 'https://music.163.com/playlist?id=2385384236', 'author': '不如喜欢我-', 'author_home_page': 'https://music.163.com/playlist?id=2385384236', 'click': '4587万'}
{'title': '听了几个故事，正好讲给你玩', 'song_url': 'https://music.163.com/playlist?id=2298138241', 'author': '-春衫年少-', 'author_home_page': 'https://music.163.com/playlist?id=2298138241', 'click': '814万'}
{'title': '2018年度最热新歌TOP100', 'song_url': 'https://music.163.com/playlist?id=2578068117', 'author': '网易云音乐', 'author_home_page': 'https://music.163.com/playlist?id=2578068117', 'click': '8098万'}
{'title': '仙剑奇侠传一 仙剑奇侠传三 电视剧原声带', 'song_url': 'https://music.163.com/playlist?id=2122703724', 'author': '勛杰', 'author_home_page': 'https://music.163.com/playlist?id=2122703724', 'click': '241万'}
{'title': '【买了否冷咚鼓版】越南鼓节奏dj', 'song_url': 'https://music.163.com/playlist?id=2495455669', 'author': 'aa久伴别酒伴', 'author_home_page': 'https://music.163.com/playlist?id=2495455669', 'click': '161万'}
{'title': '再见大侠：武侠小说泰斗金庸逝世', 'song_url': 'https://music.163.com/playlist?id=2492536378', 'author': '云音乐歌单之友', 'author_home_page': 'https://music.163.com/playlist?id=2492536378', 'click': '925万'}
{'title': '"若是心怀旧梦 就别再无疾而终"', 'song_url': 'https://music.163.com/playlist?id=2474537199', 'author': '与你赴海', 'author_home_page': 'https://music.163.com/playlist?id=2474537199', 'click': '1671万'}
{'title': '一个比较走心的民谣歌单', 'song_url': 'https://music.163.com/playlist?id=2067079376', 'author': '小道先森', 'author_home_page': 'https://music.163.com/playlist?id=2067079376', 'click': '2437万'}
{'title': '【翻唱+原创声控福利】男友音~苏喂♡', 'song_url': 'https://music.163.com/playlist?id=2405606841', 'author': '姀希文和喜欢的人已失联', 'author_home_page': 'https://music.163.com/playlist?id=2405606841', 'click': '163万'}
{'title': '怀旧经典老歌 - 百听不厌 历久珍存', 'song_url': 'https://music.163.com/playlist?id=2468971321', 'author': '海峡好歌单', 'author_home_page': 'https://music.163.com/playlist?id=2468971321', 'click': '263万'}
{'title': '古意民谣｜浮生有梦三千场\xa0穷尽千里诗酒荒', 'song_url': 'https://music.163.com/playlist?id=2219742646', 'author': '迩ran', 'author_home_page': 'https://music.163.com/playlist?id=2219742646', 'click': '809万'}
{'title': '那些收费又很好听的中文歌♡', 'song_url': 'https://music.163.com/playlist?id=2462024605', 'author': '橙十六的网易云音乐', 'author_home_page': 'https://music.163.com/playlist?id=2462024605', 'click': '317万'}
{'title': '温柔男声‖甜蜜暴击版男友音（歌荒福音）', 'song_url': 'https://music.163.com/playlist?id=2259080870', 'author': '国家一级对牛弹琴师', 'author_home_page': 'https://music.163.com/playlist?id=2259080870', 'click': '436万'}
{'title': '失恋必听歌单 | 因为你突然听懂了很多歌', 'song_url': 'https://music.163.com/playlist?id=2385384236', 'author': '不如喜欢我-', 'author_home_page': 'https://music.163.com/playlist?id=2385384236', 'click': '4587万'}
{'title': '听了几个故事，正好讲给你玩', 'song_url': 'https://music.163.com/playlist?id=2298138241', 'author': '-春衫年少-', 'author_home_page': 'https://music.163.com/playlist?id=2298138241', 'click': '814万'}
{'title': '2018年度最热新歌TOP100', 'song_url': 'https://music.163.com/playlist?id=2578068117', 'author': '网易云音乐', 'author_home_page': 'https://music.163.com/playlist?id=2578068117', 'click': '8098万'}
{'title': '仙剑奇侠传一 仙剑奇侠传三 电视剧原声带', 'song_url': 'https://music.163.com/playlist?id=2122703724', 'author': '勛杰', 'author_home_page': 'https://music.163.com/playlist?id=2122703724', 'click': '241万'}
{'title': '【买了否冷咚鼓版】越南鼓节奏dj', 'song_url': 'https://music.163.com/playlist?id=2495455669', 'author': 'aa久伴别酒伴', 'author_home_page': 'https://music.163.com/playlist?id=2495455669', 'click': '161万'}
{'title': '[民谣]携一把吉他，温三两故事，四海为家', 'song_url': 'https://music.163.com/playlist?id=2221422692', 'author': '我本chu狂人', 'author_home_page': 'https://music.163.com/playlist?id=2221422692', 'click': '256万'}
{'title': '再见大侠：武侠小说泰斗金庸逝世', 'song_url': 'https://music.163.com/playlist?id=2492536378', 'author': '云音乐歌单之友', 'author_home_page': 'https://music.163.com/playlist?id=2492536378', 'click': '925万'}
{'title': '"若是心怀旧梦 就别再无疾而终"', 'song_url': 'https://music.163.com/playlist?id=2474537199', 'author': '与你赴海', 'author_home_page': 'https://music.163.com/playlist?id=2474537199', 'click': '1671万'}
{'title': '一个比较走心的民谣歌单', 'song_url': 'https://music.163.com/playlist?id=2067079376', 'author': '小道先森', 'author_home_page': 'https://music.163.com/playlist?id=2067079376', 'click': '2437万'}
{'title': '【翻唱+原创声控福利】男友音~苏喂♡', 'song_url': 'https://music.163.com/playlist?id=2405606841', 'author': '姀希文和喜欢的人已失联', 'author_home_page': 'https://music.163.com/playlist?id=2405606841', 'click': '163万'}
{'title': '怀旧经典老歌 - 百听不厌 历久珍存', 'song_url': 'https://music.163.com/playlist?id=2468971321', 'author': '海峡好歌单', 'author_home_page': 'https://music.163.com/playlist?id=2468971321', 'click': '263万'}
{'title': '古意民谣｜浮生有梦三千场\xa0穷尽千里诗酒荒', 'song_url': 'https://music.163.com/playlist?id=2219742646', 'author': '迩ran', 'author_home_page': 'https://music.163.com/playlist?id=2219742646', 'click': '809万'}
{'title': '那些收费又很好听的中文歌♡', 'song_url': 'https://music.163.com/playlist?id=2462024605', 'author': '橙十六的网易云音乐', 'author_home_page': 'https://music.163.com/playlist?id=2462024605', 'click': '317万'}
{'title': '温柔男声‖甜蜜暴击版男友音（歌荒福音）', 'song_url': 'https://music.163.com/playlist?id=2259080870', 'author': '国家一级对牛弹琴师', 'author_home_page': 'https://music.163.com/playlist?id=2259080870', 'click': '436万'}
{'title': '失恋必听歌单 | 因为你突然听懂了很多歌', 'song_url': 'https://music.163.com/playlist?id=2385384236', 'author': '不如喜欢我-', 'author_home_page': 'https://music.163.com/playlist?id=2385384236', 'click': '4587万'}
{'title': '听了几个故事，正好讲给你玩', 'song_url': 'https://music.163.com/playlist?id=2298138241', 'author': '-春衫年少-', 'author_home_page': 'https://music.163.com/playlist?id=2298138241', 'click': '814万'}
{'title': '2018年度最热新歌TOP100', 'song_url': 'https://music.163.com/playlist?id=2578068117', 'author': '网易云音乐', 'author_home_page': 'https://music.163.com/playlist?id=2578068117', 'click': '8098万'}
{'title': '仙剑奇侠传一 仙剑奇侠传三 电视剧原声带', 'song_url': 'https://music.163.com/playlist?id=2122703724', 'author': '勛杰', 'author_home_page': 'https://music.163.com/playlist?id=2122703724', 'click': '241万'}
{'title': '【买了否冷咚鼓版】越南鼓节奏dj', 'song_url': 'https://music.163.com/playlist?id=2495455669', 'author': 'aa久伴别酒伴', 'author_home_page': 'https://music.163.com/playlist?id=2495455669', 'click': '161万'}
{'title': '[民谣]携一把吉他，温三两故事，四海为家', 'song_url': 'https://music.163.com/playlist?id=2221422692', 'author': '我本chu狂人', 'author_home_page': 'https://music.163.com/playlist?id=2221422692', 'click': '256万'}
{'title': '［戏腔］戏子多秋 可怜一处情深旧', 'song_url': 'https://music.163.com/playlist?id=2217610700', 'author': '一许桃花醉如烟', 'author_home_page': 'https://music.163.com/playlist?id=2217610700', 'click': '148万'}
{'title': '再见大侠：武侠小说泰斗金庸逝世', 'song_url': 'https://music.163.com/playlist?id=2492536378', 'author': '云音乐歌单之友', 'author_home_page': 'https://music.163.com/playlist?id=2492536378', 'click': '925万'}
{'title': '"若是心怀旧梦 就别再无疾而终"', 'song_url': 'https://music.163.com/playlist?id=2474537199', 'author': '与你赴海', 'author_home_page': 'https://music.163.com/playlist?id=2474537199', 'click': '1671万'}
{'title': '一个比较走心的民谣歌单', 'song_url': 'https://music.163.com/playlist?id=2067079376', 'author': '小道先森', 'author_home_page': 'https://music.163.com/playlist?id=2067079376', 'click': '2437万'}
{'title': '【翻唱+原创声控福利】男友音~苏喂♡', 'song_url': 'https://music.163.com/playlist?id=2405606841', 'author': '姀希文和喜欢的人已失联', 'author_home_page': 'https://music.163.com/playlist?id=2405606841', 'click': '163万'}
{'title': '怀旧经典老歌 - 百听不厌 历久珍存', 'song_url': 'https://music.163.com/playlist?id=2468971321', 'author': '海峡好歌单', 'author_home_page': 'https://music.163.com/playlist?id=2468971321', 'click': '263万'}
{'title': '古意民谣｜浮生有梦三千场\xa0穷尽千里诗酒荒', 'song_url': 'https://music.163.com/playlist?id=2219742646', 'author': '迩ran', 'author_home_page': 'https://music.163.com/playlist?id=2219742646', 'click': '809万'}
{'title': '那些收费又很好听的中文歌♡', 'song_url': 'https://music.163.com/playlist?id=2462024605', 'author': '橙十六的网易云音乐', 'author_home_page': 'https://music.163.com/playlist?id=2462024605', 'click': '317万'}
{'title': '温柔男声‖甜蜜暴击版男友音（歌荒福音）', 'song_url': 'https://music.163.com/playlist?id=2259080870', 'author': '国家一级对牛弹琴师', 'author_home_page': 'https://music.163.com/playlist?id=2259080870', 'click': '436万'}
{'title': '失恋必听歌单 | 因为你突然听懂了很多歌', 'song_url': 'https://music.163.com/playlist?id=2385384236', 'author': '不如喜欢我-', 'author_home_page': 'https://music.163.com/playlist?id=2385384236', 'click': '4587万'}
{'title': '听了几个故事，正好讲给你玩', 'song_url': 'https://music.163.com/playlist?id=2298138241', 'author': '-春衫年少-', 'author_home_page': 'https://music.163.com/playlist?id=2298138241', 'click': '814万'}
{'title': '2018年度最热新歌TOP100', 'song_url': 'https://music.163.com/playlist?id=2578068117', 'author': '网易云音乐', 'author_home_page': 'https://music.163.com/playlist?id=2578068117', 'click': '8098万'}
{'title': '仙剑奇侠传一 仙剑奇侠传三 电视剧原声带', 'song_url': 'https://music.163.com/playlist?id=2122703724', 'author': '勛杰', 'author_home_page': 'https://music.163.com/playlist?id=2122703724', 'click': '241万'}
{'title': '【买了否冷咚鼓版】越南鼓节奏dj', 'song_url': 'https://music.163.com/playlist?id=2495455669', 'author': 'aa久伴别酒伴', 'author_home_page': 'https://music.163.com/playlist?id=2495455669', 'click': '161万'}
{'title': '[民谣]携一把吉他，温三两故事，四海为家', 'song_url': 'https://music.163.com/playlist?id=2221422692', 'author': '我本chu狂人', 'author_home_page': 'https://music.163.com/playlist?id=2221422692', 'click': '256万'}
{'title': '［戏腔］戏子多秋 可怜一处情深旧', 'song_url': 'https://music.163.com/playlist?id=2217610700', 'author': '一许桃花醉如烟', 'author_home_page': 'https://music.163.com/playlist?id=2217610700', 'click': '148万'}
{'title': '九张机牵丝戏 盗将行 浪人琵琶 我与小神兽', 'song_url': 'https://music.163.com/playlist?id=2468992894', 'author': '小迷瞪弟弟', 'author_home_page': 'https://music.163.com/playlist?id=2468992894', 'click': '179万'}
{'title': '再见大侠：武侠小说泰斗金庸逝世', 'song_url': 'https://music.163.com/playlist?id=2492536378', 'author': '云音乐歌单之友', 'author_home_page': 'https://music.163.com/playlist?id=2492536378', 'click': '925万'}
{'title': '"若是心怀旧梦 就别再无疾而终"', 'song_url': 'https://music.163.com/playlist?id=2474537199', 'author': '与你赴海', 'author_home_page': 'https://music.163.com/playlist?id=2474537199', 'click': '1671万'}
{'title': '一个比较走心的民谣歌单', 'song_url': 'https://music.163.com/playlist?id=2067079376', 'author': '小道先森', 'author_home_page': 'https://music.163.com/playlist?id=2067079376', 'click': '2437万'}
{'title': '【翻唱+原创声控福利】男友音~苏喂♡', 'song_url': 'https://music.163.com/playlist?id=2405606841', 'author': '姀希文和喜欢的人已失联', 'author_home_page': 'https://music.163.com/playlist?id=2405606841', 'click': '163万'}
{'title': '怀旧经典老歌 - 百听不厌 历久珍存', 'song_url': 'https://music.163.com/playlist?id=2468971321', 'author': '海峡好歌单', 'author_home_page': 'https://music.163.com/playlist?id=2468971321', 'click': '263万'}
{'title': '古意民谣｜浮生有梦三千场\xa0穷尽千里诗酒荒', 'song_url': 'https://music.163.com/playlist?id=2219742646', 'author': '迩ran', 'author_home_page': 'https://music.163.com/playlist?id=2219742646', 'click': '809万'}
{'title': '那些收费又很好听的中文歌♡', 'song_url': 'https://music.163.com/playlist?id=2462024605', 'author': '橙十六的网易云音乐', 'author_home_page': 'https://music.163.com/playlist?id=2462024605', 'click': '317万'}
{'title': '温柔男声‖甜蜜暴击版男友音（歌荒福音）', 'song_url': 'https://music.163.com/playlist?id=2259080870', 'author': '国家一级对牛弹琴师', 'author_home_page': 'https://music.163.com/playlist?id=2259080870', 'click': '436万'}
{'title': '失恋必听歌单 | 因为你突然听懂了很多歌', 'song_url': 'https://music.163.com/playlist?id=2385384236', 'author': '不如喜欢我-', 'author_home_page': 'https://music.163.com/playlist?id=2385384236', 'click': '4587万'}
{'title': '听了几个故事，正好讲给你玩', 'song_url': 'https://music.163.com/playlist?id=2298138241', 'author': '-春衫年少-', 'author_home_page': 'https://music.163.com/playlist?id=2298138241', 'click': '814万'}
{'title': '2018年度最热新歌TOP100', 'song_url': 'https://music.163.com/playlist?id=2578068117', 'author': '网易云音乐', 'author_home_page': 'https://music.163.com/playlist?id=2578068117', 'click': '8098万'}
{'title': '仙剑奇侠传一 仙剑奇侠传三 电视剧原声带', 'song_url': 'https://music.163.com/playlist?id=2122703724', 'author': '勛杰', 'author_home_page': 'https://music.163.com/playlist?id=2122703724', 'click': '241万'}
{'title': '【买了否冷咚鼓版】越南鼓节奏dj', 'song_url': 'https://music.163.com/playlist?id=2495455669', 'author': 'aa久伴别酒伴', 'author_home_page': 'https://music.163.com/playlist?id=2495455669', 'click': '161万'}
{'title': '[民谣]携一把吉他，温三两故事，四海为家', 'song_url': 'https://music.163.com/playlist?id=2221422692', 'author': '我本chu狂人', 'author_home_page': 'https://music.163.com/playlist?id=2221422692', 'click': '256万'}
{'title': '［戏腔］戏子多秋 可怜一处情深旧', 'song_url': 'https://music.163.com/playlist?id=2217610700', 'author': '一许桃花醉如烟', 'author_home_page': 'https://music.163.com/playlist?id=2217610700', 'click': '148万'}
{'title': '九张机牵丝戏 盗将行 浪人琵琶 我与小神兽', 'song_url': 'https://music.163.com/playlist?id=2468992894', 'author': '小迷瞪弟弟', 'author_home_page': 'https://music.163.com/playlist?id=2468992894', 'click': '179万'}
{'title': '华语｜难以被复制，声线极具特色女歌手', 'song_url': 'https://music.163.com/playlist?id=2387998356', 'author': 'Listen_alone', 'author_home_page': 'https://music.163.com/playlist?id=2387998356', 'click': '1052万'}
{'title': '再见大侠：武侠小说泰斗金庸逝世', 'song_url': 'https://music.163.com/playlist?id=2492536378', 'author': '云音乐歌单之友', 'author_home_page': 'https://music.163.com/playlist?id=2492536378', 'click': '925万'}
{'title': '"若是心怀旧梦 就别再无疾而终"', 'song_url': 'https://music.163.com/playlist?id=2474537199', 'author': '与你赴海', 'author_home_page': 'https://music.163.com/playlist?id=2474537199', 'click': '1671万'}
{'title': '一个比较走心的民谣歌单', 'song_url': 'https://music.163.com/playlist?id=2067079376', 'author': '小道先森', 'author_home_page': 'https://music.163.com/playlist?id=2067079376', 'click': '2437万'}
{'title': '【翻唱+原创声控福利】男友音~苏喂♡', 'song_url': 'https://music.163.com/playlist?id=2405606841', 'author': '姀希文和喜欢的人已失联', 'author_home_page': 'https://music.163.com/playlist?id=2405606841', 'click': '163万'}
{'title': '怀旧经典老歌 - 百听不厌 历久珍存', 'song_url': 'https://music.163.com/playlist?id=2468971321', 'author': '海峡好歌单', 'author_home_page': 'https://music.163.com/playlist?id=2468971321', 'click': '263万'}
{'title': '古意民谣｜浮生有梦三千场\xa0穷尽千里诗酒荒', 'song_url': 'https://music.163.com/playlist?id=2219742646', 'author': '迩ran', 'author_home_page': 'https://music.163.com/playlist?id=2219742646', 'click': '809万'}
{'title': '那些收费又很好听的中文歌♡', 'song_url': 'https://music.163.com/playlist?id=2462024605', 'author': '橙十六的网易云音乐', 'author_home_page': 'https://music.163.com/playlist?id=2462024605', 'click': '317万'}
{'title': '温柔男声‖甜蜜暴击版男友音（歌荒福音）', 'song_url': 'https://music.163.com/playlist?id=2259080870', 'author': '国家一级对牛弹琴师', 'author_home_page': 'https://music.163.com/playlist?id=2259080870', 'click': '436万'}
{'title': '失恋必听歌单 | 因为你突然听懂了很多歌', 'song_url': 'https://music.163.com/playlist?id=2385384236', 'author': '不如喜欢我-', 'author_home_page': 'https://music.163.com/playlist?id=2385384236', 'click': '4587万'}
{'title': '听了几个故事，正好讲给你玩', 'song_url': 'https://music.163.com/playlist?id=2298138241', 'author': '-春衫年少-', 'author_home_page': 'https://music.163.com/playlist?id=2298138241', 'click': '814万'}
{'title': '2018年度最热新歌TOP100', 'song_url': 'https://music.163.com/playlist?id=2578068117', 'author': '网易云音乐', 'author_home_page': 'https://music.163.com/playlist?id=2578068117', 'click': '8098万'}
{'title': '仙剑奇侠传一 仙剑奇侠传三 电视剧原声带', 'song_url': 'https://music.163.com/playlist?id=2122703724', 'author': '勛杰', 'author_home_page': 'https://music.163.com/playlist?id=2122703724', 'click': '241万'}
{'title': '【买了否冷咚鼓版】越南鼓节奏dj', 'song_url': 'https://music.163.com/playlist?id=2495455669', 'author': 'aa久伴别酒伴', 'author_home_page': 'https://music.163.com/playlist?id=2495455669', 'click': '161万'}
{'title': '[民谣]携一把吉他，温三两故事，四海为家', 'song_url': 'https://music.163.com/playlist?id=2221422692', 'author': '我本chu狂人', 'author_home_page': 'https://music.163.com/playlist?id=2221422692', 'click': '256万'}
{'title': '［戏腔］戏子多秋 可怜一处情深旧', 'song_url': 'https://music.163.com/playlist?id=2217610700', 'author': '一许桃花醉如烟', 'author_home_page': 'https://music.163.com/playlist?id=2217610700', 'click': '148万'}
{'title': '九张机牵丝戏 盗将行 浪人琵琶 我与小神兽', 'song_url': 'https://music.163.com/playlist?id=2468992894', 'author': '小迷瞪弟弟', 'author_home_page': 'https://music.163.com/playlist?id=2468992894', 'click': '179万'}
{'title': '华语｜难以被复制，声线极具特色女歌手', 'song_url': 'https://music.163.com/playlist?id=2387998356', 'author': 'Listen_alone', 'author_home_page': 'https://music.163.com/playlist?id=2387998356', 'click': '1052万'}
{'title': '岁月如潮水，将我向老歌推', 'song_url': 'https://music.163.com/playlist?id=2139305008', 'author': '吸歌的猫', 'author_home_page': 'https://music.163.com/playlist?id=2139305008', 'click': '2856万'}
{'title': '再见大侠：武侠小说泰斗金庸逝世', 'song_url': 'https://music.163.com/playlist?id=2492536378', 'author': '云音乐歌单之友', 'author_home_page': 'https://music.163.com/playlist?id=2492536378', 'click': '925万'}
{'title': '"若是心怀旧梦 就别再无疾而终"', 'song_url': 'https://music.163.com/playlist?id=2474537199', 'author': '与你赴海', 'author_home_page': 'https://music.163.com/playlist?id=2474537199', 'click': '1671万'}
{'title': '一个比较走心的民谣歌单', 'song_url': 'https://music.163.com/playlist?id=2067079376', 'author': '小道先森', 'author_home_page': 'https://music.163.com/playlist?id=2067079376', 'click': '2437万'}
{'title': '【翻唱+原创声控福利】男友音~苏喂♡', 'song_url': 'https://music.163.com/playlist?id=2405606841', 'author': '姀希文和喜欢的人已失联', 'author_home_page': 'https://music.163.com/playlist?id=2405606841', 'click': '163万'}
{'title': '怀旧经典老歌 - 百听不厌 历久珍存', 'song_url': 'https://music.163.com/playlist?id=2468971321', 'author': '海峡好歌单', 'author_home_page': 'https://music.163.com/playlist?id=2468971321', 'click': '263万'}
{'title': '古意民谣｜浮生有梦三千场\xa0穷尽千里诗酒荒', 'song_url': 'https://music.163.com/playlist?id=2219742646', 'author': '迩ran', 'author_home_page': 'https://music.163.com/playlist?id=2219742646', 'click': '809万'}
{'title': '那些收费又很好听的中文歌♡', 'song_url': 'https://music.163.com/playlist?id=2462024605', 'author': '橙十六的网易云音乐', 'author_home_page': 'https://music.163.com/playlist?id=2462024605', 'click': '317万'}
{'title': '温柔男声‖甜蜜暴击版男友音（歌荒福音）', 'song_url': 'https://music.163.com/playlist?id=2259080870', 'author': '国家一级对牛弹琴师', 'author_home_page': 'https://music.163.com/playlist?id=2259080870', 'click': '436万'}
{'title': '失恋必听歌单 | 因为你突然听懂了很多歌', 'song_url': 'https://music.163.com/playlist?id=2385384236', 'author': '不如喜欢我-', 'author_home_page': 'https://music.163.com/playlist?id=2385384236', 'click': '4587万'}
{'title': '听了几个故事，正好讲给你玩', 'song_url': 'https://music.163.com/playlist?id=2298138241', 'author': '-春衫年少-', 'author_home_page': 'https://music.163.com/playlist?id=2298138241', 'click': '814万'}
{'title': '2018年度最热新歌TOP100', 'song_url': 'https://music.163.com/playlist?id=2578068117', 'author': '网易云音乐', 'author_home_page': 'https://music.163.com/playlist?id=2578068117', 'click': '8098万'}
{'title': '仙剑奇侠传一 仙剑奇侠传三 电视剧原声带', 'song_url': 'https://music.163.com/playlist?id=2122703724', 'author': '勛杰', 'author_home_page': 'https://music.163.com/playlist?id=2122703724', 'click': '241万'}
{'title': '【买了否冷咚鼓版】越南鼓节奏dj', 'song_url': 'https://music.163.com/playlist?id=2495455669', 'author': 'aa久伴别酒伴', 'author_home_page': 'https://music.163.com/playlist?id=2495455669', 'click': '161万'}
{'title': '[民谣]携一把吉他，温三两故事，四海为家', 'song_url': 'https://music.163.com/playlist?id=2221422692', 'author': '我本chu狂人', 'author_home_page': 'https://music.163.com/playlist?id=2221422692', 'click': '256万'}
{'title': '［戏腔］戏子多秋 可怜一处情深旧', 'song_url': 'https://music.163.com/playlist?id=2217610700', 'author': '一许桃花醉如烟', 'author_home_page': 'https://music.163.com/playlist?id=2217610700', 'click': '148万'}
{'title': '九张机牵丝戏 盗将行 浪人琵琶 我与小神兽', 'song_url': 'https://music.163.com/playlist?id=2468992894', 'author': '小迷瞪弟弟', 'author_home_page': 'https://music.163.com/playlist?id=2468992894', 'click': '179万'}
{'title': '华语｜难以被复制，声线极具特色女歌手', 'song_url': 'https://music.163.com/playlist?id=2387998356', 'author': 'Listen_alone', 'author_home_page': 'https://music.163.com/playlist?id=2387998356', 'click': '1052万'}
{'title': '岁月如潮水，将我向老歌推', 'song_url': 'https://music.163.com/playlist?id=2139305008', 'author': '吸歌的猫', 'author_home_page': 'https://music.163.com/playlist?id=2139305008', 'click': '2856万'}
{'title': '『Y』☞德云女孩的*小曲小调小歌*张云雷为主', 'song_url': 'https://music.163.com/playlist?id=2232063715', 'author': '-ZzZ小布布布布啊', 'author_home_page': 'https://music.163.com/playlist?id=2232063715', 'click': '112万'}
{'title': '再见大侠：武侠小说泰斗金庸逝世', 'song_url': 'https://music.163.com/playlist?id=2492536378', 'author': '云音乐歌单之友', 'author_home_page': 'https://music.163.com/playlist?id=2492536378', 'click': '925万'}
{'title': '"若是心怀旧梦 就别再无疾而终"', 'song_url': 'https://music.163.com/playlist?id=2474537199', 'author': '与你赴海', 'author_home_page': 'https://music.163.com/playlist?id=2474537199', 'click': '1671万'}
{'title': '一个比较走心的民谣歌单', 'song_url': 'https://music.163.com/playlist?id=2067079376', 'author': '小道先森', 'author_home_page': 'https://music.163.com/playlist?id=2067079376', 'click': '2437万'}
{'title': '【翻唱+原创声控福利】男友音~苏喂♡', 'song_url': 'https://music.163.com/playlist?id=2405606841', 'author': '姀希文和喜欢的人已失联', 'author_home_page': 'https://music.163.com/playlist?id=2405606841', 'click': '163万'}
{'title': '怀旧经典老歌 - 百听不厌 历久珍存', 'song_url': 'https://music.163.com/playlist?id=2468971321', 'author': '海峡好歌单', 'author_home_page': 'https://music.163.com/playlist?id=2468971321', 'click': '263万'}
{'title': '古意民谣｜浮生有梦三千场\xa0穷尽千里诗酒荒', 'song_url': 'https://music.163.com/playlist?id=2219742646', 'author': '迩ran', 'author_home_page': 'https://music.163.com/playlist?id=2219742646', 'click': '809万'}
{'title': '那些收费又很好听的中文歌♡', 'song_url': 'https://music.163.com/playlist?id=2462024605', 'author': '橙十六的网易云音乐', 'author_home_page': 'https://music.163.com/playlist?id=2462024605', 'click': '317万'}
{'title': '温柔男声‖甜蜜暴击版男友音（歌荒福音）', 'song_url': 'https://music.163.com/playlist?id=2259080870', 'author': '国家一级对牛弹琴师', 'author_home_page': 'https://music.163.com/playlist?id=2259080870', 'click': '436万'}
{'title': '失恋必听歌单 | 因为你突然听懂了很多歌', 'song_url': 'https://music.163.com/playlist?id=2385384236', 'author': '不如喜欢我-', 'author_home_page': 'https://music.163.com/playlist?id=2385384236', 'click': '4587万'}
{'title': '听了几个故事，正好讲给你玩', 'song_url': 'https://music.163.com/playlist?id=2298138241', 'author': '-春衫年少-', 'author_home_page': 'https://music.163.com/playlist?id=2298138241', 'click': '814万'}
{'title': '2018年度最热新歌TOP100', 'song_url': 'https://music.163.com/playlist?id=2578068117', 'author': '网易云音乐', 'author_home_page': 'https://music.163.com/playlist?id=2578068117', 'click': '8098万'}
{'title': '仙剑奇侠传一 仙剑奇侠传三 电视剧原声带', 'song_url': 'https://music.163.com/playlist?id=2122703724', 'author': '勛杰', 'author_home_page': 'https://music.163.com/playlist?id=2122703724', 'click': '241万'}
